month,division,line,day_type,reporting_category,subcategory,delays
2025-02-01,B DIVISION,C,1,Planned ROW Work,Work Equipment,38
2025-02-01,B DIVISION,C,1,Police & Medical,Persons on Roadbed,77
2025-02-01,B DIVISION,C,1,Police & Medical,"Public Conduct, Crime, Police Response",177
2025-02-01,B DIVISION,C,1,Police & Medical,Sick/Injured Customer,43
2025-02-01,B DIVISION,C,2,Crew Availability,Crew Availability,7
2025-02-01,B DIVISION,C,2,External Factors,External Debris on Roadbed,5
2025-02-01,B DIVISION,C,2,Infrastructure & Equipment,Braking,2
2025-02-01,B DIVISION,C,2,Infrastructure & Equipment,Other - CE,1
2025-02-01,B DIVISION,C,2,Infrastructure & Equipment,Other - Sig,28
2025-02-01,B DIVISION,C,2,Infrastructure & Equipment,Propulsion,6
2025-02-01,B DIVISION,C,2,Infrastructure & Equipment,Rail and Roadbed,4
2025-02-01,B DIVISION,C,2,Infrastructure & Equipment,Service Delivery,9
2025-02-01,B DIVISION,C,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2025-02-01,B DIVISION,C,2,Operating Conditions,Other Operating Environment,27
2025-02-01,B DIVISION,C,2,Planned ROW Work,Capital Work - Other Planned ROW,40
2025-02-01,B DIVISION,C,2,Planned ROW Work,Subways Maintenance,18
2025-02-01,B DIVISION,C,2,Police & Medical,Persons on Roadbed,28
2025-02-01,B DIVISION,C,2,Police & Medical,"Public Conduct, Crime, Police Response",46
2025-02-01,B DIVISION,C,2,Police & Medical,Sick/Injured Customer,14
2025-02-01,B DIVISION,D,1,Crew Availability,Crew Availability,71
2025-02-01,B DIVISION,D,1,External Factors,External Debris on Roadbed,30
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Braking,31
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Door-Related,19
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,"Fire, Smoke, Debris",3
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Other - CE,289
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Other - Sig,141
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Other Infrastructure,2
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Other Internal Disruptions,8
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Propulsion,38
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Rail and Roadbed,115
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Service Delivery,21
2025-02-01,B DIVISION,D,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,6
2025-02-01,B DIVISION,D,1,Operating Conditions,Other Operating Environment,85
2025-02-01,B DIVISION,D,1,Planned ROW Work,Other Planned ROW Work,1
2025-02-01,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,310
2025-02-01,B DIVISION,D,1,Planned ROW Work,Work Equipment,57
2025-02-01,B DIVISION,D,1,Police & Medical,Persons on Roadbed,27
2025-02-01,B DIVISION,D,1,Police & Medical,"Public Conduct, Crime, Police Response",201
2025-02-01,B DIVISION,D,1,Police & Medical,Sick/Injured Customer,26
2025-02-01,B DIVISION,D,2,Crew Availability,Crew Availability,20
2025-02-01,B DIVISION,D,2,External Factors,External Debris on Roadbed,4
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Door-Related,3
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Other - CE,7
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Other - Sig,65
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Other Infrastructure,3
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Propulsion,3
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Rail and Roadbed,2
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Service Delivery,11
2025-02-01,B DIVISION,D,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,5
2025-02-01,B DIVISION,D,2,Operating Conditions,Other Operating Environment,3
2025-02-01,B DIVISION,D,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2025-02-01,B DIVISION,D,2,Planned ROW Work,Subways Maintenance,96
2025-02-01,B DIVISION,D,2,Planned ROW Work,Work Equipment,2
2025-02-01,B DIVISION,D,2,Police & Medical,Persons on Roadbed,43
2025-02-01,B DIVISION,D,2,Police & Medical,"Public Conduct, Crime, Police Response",89
2025-02-01,B DIVISION,D,2,Police & Medical,Sick/Injured Customer,17
2025-02-01,B DIVISION,E,1,Crew Availability,Crew Availability,30
2025-02-01,B DIVISION,E,1,External Factors,External Debris on Roadbed,54
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Braking,27
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Door-Related,19
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,"Fire, Smoke, Debris",41
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Other - CE,333
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Other - Sig,24
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Other Infrastructure,15
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Other Internal Disruptions,12
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Propulsion,2
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Rail and Roadbed,347
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Service Delivery,40
2025-02-01,B DIVISION,E,1,Infrastructure & Equipment,Signal Modernization Capital Project,81
2025-02-01,B DIVISION,E,1,Operating Conditions,Other Operating Environment,61
2025-02-01,B DIVISION,E,1,Planned ROW Work,Capital Work - Other Planned ROW,97
2025-02-01,B DIVISION,E,1,Planned ROW Work,Subways Maintenance,483
2025-02-01,B DIVISION,E,1,Planned ROW Work,Work Equipment,30
2025-02-01,B DIVISION,E,1,Police & Medical,Persons on Roadbed,54
2025-02-01,B DIVISION,E,1,Police & Medical,"Public Conduct, Crime, Police Response",158
2025-02-01,B DIVISION,E,1,Police & Medical,Sick/Injured Customer,117
2025-02-01,B DIVISION,E,2,Crew Availability,Crew Availability,11
2025-02-01,B DIVISION,E,2,External Factors,External Debris on Roadbed,5
2025-02-01,B DIVISION,E,2,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2025-02-01,B DIVISION,E,2,Infrastructure & Equipment,Other - Sig,61
2025-02-01,B DIVISION,E,2,Infrastructure & Equipment,Other Infrastructure,1
2025-02-01,B DIVISION,E,2,Infrastructure & Equipment,Other Internal Disruptions,1
2025-02-01,B DIVISION,E,2,Infrastructure & Equipment,Propulsion,5
2025-02-01,B DIVISION,E,2,Infrastructure & Equipment,Service Delivery,6
2025-02-01,B DIVISION,E,2,Infrastructure & Equipment,Signal Modernization Capital Project,3
2025-02-01,B DIVISION,E,2,Planned ROW Work,Capital Work - Other Planned ROW,56
2025-02-01,B DIVISION,E,2,Planned ROW Work,Subways Maintenance,122
2025-02-01,B DIVISION,E,2,Police & Medical,Persons on Roadbed,68
2025-02-01,B DIVISION,E,2,Police & Medical,"Public Conduct, Crime, Police Response",26
2025-02-01,B DIVISION,E,2,Police & Medical,Sick/Injured Customer,4
2025-02-01,B DIVISION,F,1,Crew Availability,Crew Availability,72
2025-02-01,B DIVISION,F,1,External Factors,External Agency or Utility,2
2025-02-01,B DIVISION,F,1,External Factors,External Debris on Roadbed,59
2025-02-01,B DIVISION,F,1,External Factors,Inclement Weather,3
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Braking,24
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,10
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",41
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,245
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,134
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,44
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,95
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,22
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,284
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,62
2025-02-01,B DIVISION,F,1,Infrastructure & Equipment,Signal Modernization Capital Project,143
2025-02-01,B DIVISION,F,1,Operating Conditions,Other Operating Environment,152
2025-02-01,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,20
2025-02-01,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,572
2025-02-01,B DIVISION,F,1,Planned ROW Work,Work Equipment,51
2025-02-01,B DIVISION,F,1,Police & Medical,Persons on Roadbed,74
2025-02-01,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",239
2025-02-01,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,81
2025-02-01,B DIVISION,F,2,Crew Availability,Crew Availability,13
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Door-Related,1
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Other - CE,3
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,44
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Other Infrastructure,35
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Other Internal Disruptions,8
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Propulsion,18
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,2
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,6
2025-02-01,B DIVISION,F,2,Infrastructure & Equipment,Signal Modernization Capital Project,13
2025-02-01,B DIVISION,F,2,Operating Conditions,Other Operating Environment,2
2025-02-01,B DIVISION,F,2,Planned ROW Work,Capital Work - Other Planned ROW,293
2025-02-01,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,152
2025-02-01,B DIVISION,F,2,Planned ROW Work,Work Equipment,4
2025-02-01,B DIVISION,F,2,Police & Medical,Persons on Roadbed,80
2025-02-01,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",48
2025-02-01,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,20
2025-02-01,B DIVISION,G,1,Crew Availability,Crew Availability,14
2025-02-01,B DIVISION,G,1,External Factors,External Agency or Utility,2
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Braking,21
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Door-Related,16
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,21
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,107
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,42
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Other Internal Disruptions,27
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Propulsion,44
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,43
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,34
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Signal Modernization Capital Project,27
2025-02-01,B DIVISION,G,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,5
2025-02-01,B DIVISION,G,1,Operating Conditions,Other Operating Environment,174
2025-02-01,B DIVISION,G,1,Planned ROW Work,Capital Work - Other Planned ROW,125
2025-02-01,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,441
2025-02-01,B DIVISION,G,1,Planned ROW Work,Work Equipment,29
2025-02-01,B DIVISION,G,1,Police & Medical,Persons on Roadbed,21
2025-02-01,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",170
2025-02-01,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,22
2025-02-01,B DIVISION,G,2,Crew Availability,Crew Availability,14
2025-02-01,B DIVISION,G,2,Infrastructure & Equipment,Braking,12
2025-02-01,B DIVISION,G,2,Infrastructure & Equipment,Door-Related,8
2025-02-01,B DIVISION,G,2,Infrastructure & Equipment,Other - CE,10
2025-02-01,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,18
2025-02-01,B DIVISION,G,2,Infrastructure & Equipment,Other Internal Disruptions,6
2025-02-01,B DIVISION,G,2,Infrastructure & Equipment,Service Delivery,4
2025-02-01,B DIVISION,G,2,Infrastructure & Equipment,Signal Modernization Capital Project,1
2025-02-01,B DIVISION,G,2,Operating Conditions,Other Operating Environment,23
2025-02-01,B DIVISION,G,2,Planned ROW Work,Capital Work - Other Planned ROW,146
2025-02-01,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,158
2025-02-01,B DIVISION,G,2,Planned ROW Work,Work Equipment,2
2025-02-01,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",31
2025-02-01,B DIVISION,G,2,Police & Medical,Sick/Injured Customer,13
2025-02-01,B DIVISION,JZ,1,Crew Availability,Crew Availability,26
2025-02-01,B DIVISION,JZ,1,External Factors,Inclement Weather,3
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Braking,4
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Door-Related,4
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,2
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,100
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Infrastructure,3
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Propulsion,29
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,1
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,10
2025-02-01,B DIVISION,JZ,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-02-01,B DIVISION,JZ,1,Operating Conditions,Other Operating Environment,54
2025-02-01,B DIVISION,JZ,1,Planned ROW Work,Capital Work - Other Planned ROW,51
2025-02-01,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,185
2025-02-01,B DIVISION,JZ,1,Planned ROW Work,Work Equipment,4
2025-02-01,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,8
2025-02-01,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",97
2025-02-01,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,55
2025-02-01,B DIVISION,JZ,2,External Factors,Inclement Weather,5
2025-02-01,B DIVISION,JZ,2,Infrastructure & Equipment,Braking,11
2025-02-01,B DIVISION,JZ,2,Infrastructure & Equipment,Door-Related,2
2025-02-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - Sig,2
2025-02-01,B DIVISION,JZ,2,Infrastructure & Equipment,Propulsion,2
2025-02-01,B DIVISION,JZ,2,Infrastructure & Equipment,Rail and Roadbed,1
2025-02-01,B DIVISION,JZ,2,Infrastructure & Equipment,Service Delivery,8
2025-02-01,B DIVISION,JZ,2,Operating Conditions,Other Operating Environment,9
2025-02-01,B DIVISION,JZ,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2025-02-01,B DIVISION,JZ,2,Planned ROW Work,Subways Maintenance,7
2025-02-01,B DIVISION,JZ,2,Police & Medical,"Public Conduct, Crime, Police Response",7
2025-02-01,B DIVISION,JZ,2,Police & Medical,Sick/Injured Customer,8
2025-02-01,B DIVISION,L,1,Crew Availability,Crew Availability,62
2025-02-01,B DIVISION,L,1,External Factors,External Debris on Roadbed,58
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Door-Related,21
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,"Fire, Smoke, Debris",61
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Other - CE,35
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Other - Sig,95
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Other Infrastructure,18
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Other Internal Disruptions,47
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Propulsion,50
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Rail and Roadbed,1
2025-02-01,B DIVISION,L,1,Infrastructure & Equipment,Service Delivery,90
2025-02-01,B DIVISION,L,1,Operating Conditions,Other Operating Environment,15
2025-02-01,B DIVISION,L,1,Planned ROW Work,Subways Maintenance,214
2025-02-01,B DIVISION,L,1,Planned ROW Work,Work Equipment,13
2025-02-01,B DIVISION,L,1,Police & Medical,Persons on Roadbed,29
2025-02-01,B DIVISION,L,1,Police & Medical,"Public Conduct, Crime, Police Response",229
2025-02-01,B DIVISION,L,1,Police & Medical,Sick/Injured Customer,68
2025-02-01,B DIVISION,L,2,Crew Availability,Crew Availability,13
2025-02-01,B DIVISION,L,2,External Factors,External Debris on Roadbed,32
2025-02-01,B DIVISION,L,2,External Factors,Inclement Weather,3
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Braking,1
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Door-Related,11
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Other - CE,29
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Other - Sig,17
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Other Infrastructure,49
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Rail and Roadbed,13
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Service Delivery,5
2025-02-01,B DIVISION,L,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-02-01,B DIVISION,L,2,Operating Conditions,Other Operating Environment,2
2025-02-01,B DIVISION,L,2,Planned ROW Work,Subways Maintenance,20
2025-02-01,B DIVISION,L,2,Police & Medical,Persons on Roadbed,1
2025-02-01,B DIVISION,L,2,Police & Medical,"Public Conduct, Crime, Police Response",7
2025-02-01,B DIVISION,M,1,Crew Availability,Crew Availability,53
2025-02-01,B DIVISION,M,1,External Factors,External Debris on Roadbed,47
2025-02-01,B DIVISION,M,1,External Factors,Inclement Weather,1
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Braking,34
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Door-Related,7
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,"Fire, Smoke, Debris",14
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Other - CE,13
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Other - Sig,103
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Other Infrastructure,16
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Other Internal Disruptions,24
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Propulsion,37
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Rail and Roadbed,142
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Service Delivery,24
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Signal Modernization Capital Project,61
2025-02-01,B DIVISION,M,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-02-01,B DIVISION,M,1,Operating Conditions,Other Operating Environment,40
2025-02-01,B DIVISION,M,1,Planned ROW Work,Capital Work - Other Planned ROW,20
2025-02-01,B DIVISION,M,1,Planned ROW Work,Subways Maintenance,80
2025-02-01,B DIVISION,M,1,Planned ROW Work,Work Equipment,21
2025-02-01,B DIVISION,M,1,Police & Medical,Persons on Roadbed,17
2025-02-01,B DIVISION,M,1,Police & Medical,"Public Conduct, Crime, Police Response",104
2025-02-01,B DIVISION,M,1,Police & Medical,Sick/Injured Customer,55
2025-02-01,B DIVISION,M,2,Crew Availability,Crew Availability,4
2025-02-01,B DIVISION,M,2,Infrastructure & Equipment,Propulsion,4
2025-02-01,B DIVISION,M,2,Infrastructure & Equipment,Service Delivery,2
2025-02-01,B DIVISION,M,2,Operating Conditions,Other Operating Environment,2
2025-02-01,B DIVISION,N,1,Crew Availability,Crew Availability,78
2025-02-01,B DIVISION,N,1,External Factors,External Debris on Roadbed,6
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Braking,13
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Door-Related,44
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,"Fire, Smoke, Debris",18
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Other - CE,302
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Other - Sig,158
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Other Infrastructure,4
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Other Internal Disruptions,14
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Propulsion,66
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Rail and Roadbed,142
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Service Delivery,76
2025-02-01,B DIVISION,N,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-02-01,B DIVISION,N,1,Operating Conditions,Other Operating Environment,104
2025-02-01,B DIVISION,N,1,Planned ROW Work,Subways Maintenance,341
2025-02-01,B DIVISION,N,1,Planned ROW Work,Work Equipment,78
2025-02-01,B DIVISION,N,1,Police & Medical,Persons on Roadbed,67
2025-02-01,B DIVISION,N,1,Police & Medical,"Public Conduct, Crime, Police Response",215
2025-02-01,B DIVISION,N,1,Police & Medical,Sick/Injured Customer,143
2025-02-01,B DIVISION,N,2,Crew Availability,Crew Availability,6
2025-02-01,B DIVISION,N,2,External Factors,External Debris on Roadbed,1
2025-02-01,B DIVISION,N,2,External Factors,Inclement Weather,9
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Braking,8
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Door-Related,17
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,"Fire, Smoke, Debris",20
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Other - CE,17
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Other - Sig,63
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Other Infrastructure,17
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Propulsion,10
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Rail and Roadbed,1
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Service Delivery,32
2025-02-01,B DIVISION,N,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,19
2025-02-01,B DIVISION,N,2,Operating Conditions,Other Operating Environment,24
2025-02-01,B DIVISION,N,2,Planned ROW Work,Subways Maintenance,297
2025-02-01,B DIVISION,N,2,Planned ROW Work,Work Equipment,13
2025-02-01,B DIVISION,N,2,Police & Medical,Persons on Roadbed,22
2025-02-01,B DIVISION,N,2,Police & Medical,"Public Conduct, Crime, Police Response",90
2025-02-01,B DIVISION,N,2,Police & Medical,Sick/Injured Customer,15
2025-02-01,B DIVISION,Q,1,Crew Availability,Crew Availability,36
2025-02-01,B DIVISION,Q,1,External Factors,External Debris on Roadbed,11
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Braking,27
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Door-Related,18
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,"Fire, Smoke, Debris",13
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - CE,125
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - Sig,80
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Other Infrastructure,5
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Other Internal Disruptions,2
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Propulsion,25
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Rail and Roadbed,50
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Service Delivery,52
2025-02-01,B DIVISION,Q,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2025-02-01,B DIVISION,Q,1,Operating Conditions,Other Operating Environment,144
2025-02-01,B DIVISION,Q,1,Planned ROW Work,Capital Work - Other Planned ROW,5
2025-02-01,B DIVISION,Q,1,Planned ROW Work,Subways Maintenance,154
2025-02-01,B DIVISION,Q,1,Planned ROW Work,Work Equipment,59
2025-02-01,B DIVISION,Q,1,Police & Medical,Persons on Roadbed,9
2025-02-01,B DIVISION,Q,1,Police & Medical,"Public Conduct, Crime, Police Response",265
2025-02-01,B DIVISION,Q,1,Police & Medical,Sick/Injured Customer,111
2025-02-01,B DIVISION,Q,2,Crew Availability,Crew Availability,9
2025-02-01,B DIVISION,Q,2,External Factors,External Debris on Roadbed,1
2025-02-01,B DIVISION,Q,2,External Factors,Inclement Weather,4
2025-02-01,B DIVISION,Q,2,Infrastructure & Equipment,Braking,3
2025-02-01,B DIVISION,Q,2,Infrastructure & Equipment,Door-Related,17
2025-02-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - CE,3
2025-02-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - Sig,12
2025-02-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Infrastructure,4
2025-02-01,B DIVISION,Q,2,Infrastructure & Equipment,Rail and Roadbed,4
2025-02-01,B DIVISION,Q,2,Infrastructure & Equipment,Service Delivery,11
2025-02-01,B DIVISION,Q,2,Operating Conditions,Other Operating Environment,9
2025-02-01,B DIVISION,Q,2,Planned ROW Work,Subways Maintenance,44
2025-02-01,B DIVISION,Q,2,Planned ROW Work,Work Equipment,18
2025-02-01,B DIVISION,Q,2,Police & Medical,Persons on Roadbed,20
2025-02-01,B DIVISION,Q,2,Police & Medical,"Public Conduct, Crime, Police Response",95
2025-02-01,B DIVISION,Q,2,Police & Medical,Sick/Injured Customer,2
2025-02-01,B DIVISION,R,1,Crew Availability,Crew Availability,17
2025-02-01,B DIVISION,R,1,External Factors,External Debris on Roadbed,1
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Braking,6
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Door-Related,5
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,"Fire, Smoke, Debris",9
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Other - CE,969
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Other - Sig,57
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Other Infrastructure,24
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Other Internal Disruptions,18
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Propulsion,36
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Rail and Roadbed,83
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Service Delivery,39
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Signal Modernization Capital Project,27
2025-02-01,B DIVISION,R,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,10
2025-02-01,B DIVISION,R,1,Operating Conditions,Other Operating Environment,24
2025-02-01,B DIVISION,R,1,Planned ROW Work,Capital Work - Other Planned ROW,13
2025-02-01,B DIVISION,R,1,Planned ROW Work,Subways Maintenance,145
2025-02-01,B DIVISION,R,1,Planned ROW Work,Work Equipment,19
2025-02-01,B DIVISION,R,1,Police & Medical,Persons on Roadbed,11
2025-02-01,B DIVISION,R,1,Police & Medical,"Public Conduct, Crime, Police Response",102
2025-02-01,B DIVISION,R,1,Police & Medical,Sick/Injured Customer,39
2025-02-01,B DIVISION,R,2,Crew Availability,Crew Availability,3
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Door-Related,10
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,"Fire, Smoke, Debris",6
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Other - CE,18
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Other - Sig,45
