month,division,line,day_type,reporting_category,subcategory,delays
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Service Delivery,18
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Signal Modernization Capital Project,123
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,15
2025-03-01,B DIVISION,R,1,Operating Conditions,Other Operating Environment,66
2025-03-01,B DIVISION,R,1,Planned ROW Work,Capital Work - Other Planned ROW,17
2025-03-01,B DIVISION,R,1,Planned ROW Work,Subways Maintenance,148
2025-03-01,B DIVISION,R,1,Planned ROW Work,Work Equipment,83
2025-03-01,B DIVISION,R,1,Police & Medical,Persons on Roadbed,86
2025-03-01,B DIVISION,R,1,Police & Medical,"Public Conduct, Crime, Police Response",123
2025-03-01,B DIVISION,R,1,Police & Medical,Sick/Injured Customer,22
2025-03-01,B DIVISION,R,2,Crew Availability,Crew Availability,23
2025-03-01,B DIVISION,R,2,External Factors,External Debris on Roadbed,2
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Braking,7
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Door-Related,4
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Other - CE,22
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Other - Sig,19
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Other Infrastructure,1
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Propulsion,12
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Rail and Roadbed,16
2025-03-01,B DIVISION,R,2,Infrastructure & Equipment,Service Delivery,2
2025-03-01,B DIVISION,R,2,Operating Conditions,Other Operating Environment,1
2025-03-01,B DIVISION,R,2,Planned ROW Work,Subways Maintenance,25
2025-03-01,B DIVISION,R,2,Planned ROW Work,Work Equipment,5
2025-03-01,B DIVISION,R,2,Police & Medical,Persons on Roadbed,13
2025-03-01,B DIVISION,R,2,Police & Medical,"Public Conduct, Crime, Police Response",34
2025-03-01,B DIVISION,R,2,Police & Medical,Sick/Injured Customer,10
2025-03-01,B DIVISION,S Fkln,1,Crew Availability,Crew Availability,1
2025-03-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Braking,5
2025-03-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Door-Related,9
2025-03-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Service Delivery,3
2025-03-01,B DIVISION,S Fkln,1,Police & Medical,"Public Conduct, Crime, Police Response",5
2025-03-01,B DIVISION,S Fkln,2,Police & Medical,Sick/Injured Customer,11
2025-03-01,B DIVISION,S Rock,1,Crew Availability,Crew Availability,2
2025-03-01,B DIVISION,S Rock,1,External Factors,External Debris on Roadbed,2
2025-03-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Braking,2
2025-03-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Door-Related,17
2025-03-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - CE,9
2025-03-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - Sig,2
2025-03-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other Internal Disruptions,11
2025-03-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Service Delivery,2
2025-03-01,B DIVISION,S Rock,1,Planned ROW Work,Capital Work - Other Planned ROW,1
2025-03-01,B DIVISION,S Rock,1,Planned ROW Work,Subways Maintenance,5
2025-03-01,B DIVISION,S Rock,1,Planned ROW Work,Work Equipment,12
2025-03-01,B DIVISION,S Rock,1,Police & Medical,"Public Conduct, Crime, Police Response",9
2025-03-01,B DIVISION,S Rock,1,Police & Medical,Sick/Injured Customer,4
2025-03-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Other - Sig,7
2025-03-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Rail and Roadbed,9
2025-03-01,B DIVISION,S Rock,2,Planned ROW Work,Subways Maintenance,3
2025-03-01,B DIVISION,S Rock,2,Planned ROW Work,Work Equipment,3
2025-03-01,B DIVISION,S Rock,2,Police & Medical,"Public Conduct, Crime, Police Response",2
